104.579		0.894	6344	209.784			151	22
66.3521		1.172	3532	253.188			124	16
55.0427		0.618	2301	195.129			117	16
85.8448		0.682	4464	227.185			140	18
46.4051		0.704	3202	248.051			113	24
82.02		0.867	3385	130.502			138	16
85.859		0.496	2929	231.692			144	22
31.8703		0.941	2731	218.056			96	30
128.812		0.852	4177	156			182	18
78.0688		1.165	4903	184.13			136	14
53.2033		0.808	3311	165.739			114	21
94.3623		1.331	4705	176			144	19
59.9677		1.187	5184	83.5641			126	17
92.5626		0.567	3979	236			150	20
65.0793		0.855	4573	113			129	20
94.3071		0.978	4875	190.864			157	16
85.1376		0.763	4465	149.398			139	11
80.712		1.223	4473	93.6753			136	12
78.6223		0.734	5496	231.513			132	15
71.8868		0.769	4409	220.048			129	17
39.9293		0.524	3338	219.559			104	23
81.5858		0.793	4510	157.531			137	23
83.219		1.399	5835	133.346			141	16
94.5386		1.135	4168	124.028			148	13
96.612		1.427	4200	135			163	19
86.5537		0.887	4218	192.232			141	14
91.8213		1.179	4933	112			153	14
66.0022		1.078	4358	323			126	22
64.7654		0.454	3149	197.386			125	18
92.8629		1.574	5385	114			156	17
83.152		1.753	3230	198			142	18
63.0592		1.339	3593	243.902			130	19
78.3962		1.035	4730	155.295			146	17
74.8019		0.768	3625	128.171			131	16
112.177		1.443	3797	105.867			169	20
103.802		0.865	3394	153.582			164	14
63.3029		1.07	4185	95.087			129	20
66.9828		0.846	5024	183.33			138	19
72.323		1.534	4753	112			140	17
86.1498		1.131	4345	152.425			153	16
71.328		1.591	5513	218.971			137	13
86.7278		1.51	4611	203			146	16
65.8826		1.072	5339	80.6764			130	14
91.1266		0.474	5187	235			148	16
31.5657		0.6	2755	170			93	30
41.1454		0.837	3054	96.202			102	33
83.7687		1.17	4300	181.753			137	13
93.6289		1.979	4718	80.3489			144	14
104.299		1.876	5515	114.325			163	20
66.4317		0.801	3641	195.69			129	20
65.7867		0.964	4411	135.148			124	22
75.369		0.646	2709	240.419			136	17
107.294		1.448	5121	194.156			174	21
60.6467		0.908	4525	195			129	19
69.3606		1.22	3495	114.741			136	15
63.9944		0.532	4000	215.07			132	22
67.4765		1.068	3782	279			137	20
62.8241		1.191	4506	139.024			135	16
83.3461		1.143	3047	270			138	16
50.6489		0.656	5075	275.8			119	22
44.3649		0.537	3913	215.643			109	21
66.9274		0.537	3714	184			124	17
88.65		1.242	4596	134.927			147	15
60.3228		1.313	4408	135			127	19
56.8195		0.652	3271	278			124	18
79.4729		0.762	3036	354.938			135	19
116.636		1.305	4393	146			179	17
84.1825		1.01	3008	239			150	19
68.8606		1.19	4647	72.9653			140	16
72.9116		0.383	2586	269			135	27
64.0828		1.612	3040	205.499			126	17
51.1163		0.491	2695	309			119	23
48.4499		0.609	3381	458.925			112	22
44.9733		1.387	5940	123.456			107	32
97.3973		0.835	2307	404			154	24
49.7497		0.868	2719	192			114	20
62.4694		0.853	4069	130.502			127	22
82.7421		1.856	6025	138			143	14
69.9013		1.264	5005	141.509			130	19
93.9899		0.767	3956	289.376			153	17
45.3532		0.392	2453	462			106	25
35.7049		0.826	2544	213			96	23
38.6696		0.601	2451	652			102	29
35.0414		0.586	4754	140.644			98	18
61.2857		0.392	4049	566.927			118	24
33.6517		0.624	3194	261.005			99	20
55.7729		0.422	1601	426			112	26
44.2895		0.41	2022	920			103	31
20.5807		0.265	4167	397.763			83	33
35.876		0.293	1904	387.128			98	27
26.5546		0.395	1609	790.537			85	36
29.3081		0.369	1660	463			92	35
26.3951		0.375	1870	958			83	30
17.5351		0.262	2220	1278			79	32
23.674		0.349	1656	621			84	31
23.2683		0.292	1655	211.979			83	31
28.584		0.334	1483	648			90	37
28.8509		0.443	1457	433.79			88	36
25.347		0.292	1769	299			88	30
29.4264		0.387	2064	367.017			89	34
27.2469		0.403	2088	300			89	37
28.8715		0.298	2025	486.763			86	35
30.5253		0.356	1383	149.119			91	29
34.9605		0.416	1755	662			93	38
28.1986		0.355	2107	390			89	36
25.3545		0.372	2219	495			83	25
24.1901		0.3	2066	374			87	34
21.7991		0.31	2321	632.425			84	32
38.0068		0.45	2234	403.566			99	29
27.0362		0.378	2377	617.879			86	31
33.5785		0.507	1610	654			96	36
27.3176		0.306	1587	258			88	29
24.834		0.302	2319	281.002			84	28
27.1378		0.344	1459	630.563			88	41
29.5001		0.46	3539	183.925			92	24
32.2791		0.398	2838	491.132			93	33
30.2393		0.292	2080	927.236			89	28
31.2693		0.251	1699	245			92	25
45.9117		0.407	2738	564			106	37
29.2194		0.33	1735	615			90	35
32.6824		0.408	2210	204			91	29
32.7171		0.352	1432	871			89	32
30.5494		0.448	2124	250			90	31
25.7558		0.339	1962	838.189			86	37
24.5144		0.319	2505	367.017			84	29
19.3646		0.236	3144	465.773			80	32
31.5054		0.321	2297	579.133			92	31
26.8722		0.258	1829	369			90	38
31.5042		0.339	1582	394			92	36
28.8635		0.376	1637	767			89	35
26.8722		0.397	2110	480			88	31
31.1691		0.353	1989	549.097			90	36
25.3138		0.326	1634	384.822			82	35
24.1146		0.268	2516	217.695			82	30
26.5327		0.25	1495	327.976			86	33
35.4307		0.357	2755	514.89			95	31
38.2534		0.378	2381	355.749			98	25
27.0185		0.337	1409	416.866			87	33
20.22		0.34	2058	448.67			79	34
28.4121		0.332	1583	683.701			88	33
31.9633		0.36	1827	376.287			92	27
26.5999		0.31	1426	705.205			85	33
25.6174		0.385	2278	821			84	38
24.1731		0.29	2707	433.368			85	37
33.8266		0.29	2238	476.75			96	31
32.0212		0.377	2184	404.99			90	28
30.8188		0.557	2651	481			93	34
31.2462		1.268	3132	134			91	29
37.4721		0.31	1459	218			97	30
28.8457		0.31	1954	484.919			90	31
34.7949		0.315	1726	141.756			93	26
57.8748		1.351	4945	142			112	30
38.0992		0.38	1938	394			99	32
31.8306		0.435	1954	502.788			94	30
22.6578		0.293	2614	909.917			81	34
32.5529		0.332	1426	221.473			95	29
36.0096		0.351	1286	700			96	32
30.0493		0.362	1704	735			89	30
33.8498		0.339	2583	395.1			95	30
39.4303		0.309	2319	535			100	33
34.5175		0.357	2235	373			98	33
28.4555		0.268	1973	186			87	31
28.9295		0.347	1384	594.431			90	35
25.3501		0.334	2769	409.201			85	36
30.9131		0.409	2082	254			90	31
35.3273		0.319	1947	368			96	34
35.7819		0.51	2268	376.287			97	24
40.1117		0.345	1850	273			101	31
25.1895		0.501	2687	395			87	35
34.9856		0.321	2479	380			99	33
25.3468		0.327	1894	394.46			86	37
30.3762		0.388	2509	339			90	44
25.0246		0.425	2215	265.261			83	34
24.0701		0.323	2039	386.554			84	33
38.2198		0.445	2286	558.021			104	32
30.5754		0.389	2226	299.328			89	30
29.5141		0.323	1419	492			87	31
28.6651		0.448	2192	796.981			88	35
27.0668		0.35	1562	639.334			90	30
30.6076		0.424	3547	189.532			95	30
44.4664		0.389	1996	488			108	24
20.7426		0.255	1828	873.906			81	35
38.0914		0.236	2549	414.988			101	31
24.5838		0.334	1822	500.617			85	34
24.3177		0.409	1861	264.914			84	34
27.2265		0.338	1995	873			88	40
26.6245		0.442	1373	394			89	31
25.8907		0.31	1937	466.203			89	28
22.7815		0.291	2256	786.28			83	36
34.8333		0.459	2166	521			96	34
25.0774		0.338	1811	679			90	38
30.6434		0.412	1626	179.477			91	31
41.2921		0.219	1832	192			102	37
32.8212		0.281	2257	543.672			93	38
32.0488		0.322	2215	519.529			95	32
30.6657		0.325	2732	381			89	28
30.0763		0.297	2386	417.048			91	29
70.0426		1.373	5168	174			121	20
32.2059		0.224	1971	1021			92	42
36.1495		0.422	1736	446.08			99	29
29.036		0.363	3161	243			90	32
46.4462		0.514	2955	375			109	26
28.8927		0.39	1009	603.27			90	28
28.8639		0.36	2209	719.911			89	32
27.29		0.32	1960	708.154			92	39
23.7307		0.339	1110	768.947			83	38
20.3573		0.307	1317	360.063			78	30
29.4361		0.261	1766	429			92	36
27.9672		0.351	1953	277			90	34
24.0164		0.291	1857	304.669			83	37
32.5729		0.339	1971	317.475			92	32
34.7102		0.305	3079	544.629			97	27
28.3561		0.466	1731	733.018			90	32
34.3558		0.292	1900	389			93	23
23.642		0.385	1812	516			81	32
29.3017		0.327	2028	248.659			88	32
46.7226		0.281	3028	224			110	24
26.0345		0.303	2029	260			89	32
34.5026		0.382	2659	250			96	27
31.5864		0.324	1794	413			94	35
32.8465		0.326	2491	250			92	28
31.9291		0.339	2393	517.731			94	35
34.2522		0.267	2135	220.396			98	26
31.7929		0.463	1887	524			91	36
31.1571		0.327	2620	296.167			90	26
21.4925		0.297	2242	763			81	36
28.9914		0.429	2483	267			91	32
32.3927		0.384	1330	302			96	34
26.0435		0.319	2099	637			84	31
40.6876		0.305	2453	387			98	37
34.81		0.341	2008	175			94	24
34.6635		0.586	2366	495			95	33
24.3727		0.417	1753	647.632			84	29
29.3633		0.321	1997	407.674			90	34
39.4366		0.32	2175	302			98	30
31.9989		0.488	1784	364.361			90	34
31.32		0.452	1417	585			91	34
29.0836		0.346	1966	212.185			89	27
31.8302		0.37	2505	379			92	29
23.3948		0.446	1959	320			84	35
29.5083		0.363	1618	845.844			88	30
28.0128		0.585	2997	294.807			90	32
39.0615		0.389	1497	708			99	31
20.3661		0.272	2308	298.676			82	31
29.923		0.436	1625	780			89	41
26.1303		0.301	2360	463			89	35
34.5001		0.452	3421	171			94	31
40.6285		0.401	1916	376			101	29
41.8675		0.342	1751	678.598			101	28
26.0534		0.367	2280	358			86	31
35.798		0.4	1693	487			96	35
26.3297		0.383	2550	496.936			86	27
30.8414		0.281	2737	501.17			93	42
30.4234		0.387	2710	265.394			89	29
45.1553		0.354	1744	308			110	29
24.6037		0.326	1879	476			87	39
24.259		0.392	2152	481.629			86	33
29.153		0.312	1976	373			90	28
23.3554		0.259	2785	964			84	36
23.7647		0.397	1781	349.95			84	31
38.689		0.388	1480	352.296			99	34
29.2236		0.376	2679	633			88	31
30.3801		0.261	2152	592			92	36
33.2905		0.329	1840	527			96	34
25.3332		0.335	2242	486.763			83	28
29.0012		0.277	1926	470			90	31
29.3765		0.366	1983	355.868			89	29
25.9691		0.359	1793	320			87	31
28.1227		0.339	2360	344			85	35
29.2056		0.362	2485	276.362			91	41
49.5667		0.333	1880	223			109	28
29.0797		0.347	2275	416.082			91	38
38.1391		0.311	2923	364.232			102	35
30.3743		0.39	2125	321			89	27
25.6258		0.478	1970	298.984			87	34
24.8973		0.46	2260	299			83	34
34.1402		0.351	2256	259.674			92	26
25.8709		0.392	1915	520			84	36
33.7281		0.467	1268	630			96	30
27.1088		0.376	1459	378			90	32
28.9037		0.358	2749	298.58			92	36
29.4376		0.388	1818	427			89	35
29.8168		0.541	1829	456			93	35
26.9375		0.458	1378	749			86	32
32.9851		0.328	1827	676.86			95	32
27.0139		0.349	2093	272			86	27
34.4588		0.351	1960	417.784			91	25
25.3059		0.299	2253	736.452			85	35
28.4693		0.258	2404	343			90	31
43.9585		0.32	2147	316			106	28
24.5674		0.458	1613	643			86	44
33.0659		0.56	2748	346.743			97	27
37.7471		0.342	2204	697			101	29
31.6731		0.294	2490	367.944			91	26
25.541		0.394	1456	529.327			83	37
28.5073		0.301	2349	248			87	26
26.5542		0.359	2368	428.488			86	31
23.8917		0.31	1640	525			84	39
32.1495		0.333	2321	254			92	28
28.2596		0.31	2183	302			88	35
24.4127		0.3	1941	643			87	35
22.9745		0.297	2051	235.148			82	31
33.4258		0.264	1526	705			92	40
33.1714		0.277	2120	482			91	34
21.1369		0.266	2058	239.486			81	40
34.9708		0.286	2114	251			96	31
30.4969		0.401	1455	942			91	32
23.6908		0.337	1914	1181			82	36
39.8386		0.492	3153	342			106	23
34.2373		0.458	1559	697			94	41
33.6024		0.372	2181	387.912			96	23
22.4841		0.408	2635	844			83	40
34.2647		0.334	2314	512			97	33
33.591		0.335	2347	462.492			97	27
40.7673		0.347	2065	693.368			103	29
33.4		0.379	1781	423			94	27
31.8805		0.313	1986	240.457			92	28
34.8642		0.384	2270	516.352			97	28
37.9019		0.41	1867	447.076			97	28
28.8016		0.318	3007	428			92	32
32.5818		0.327	2097	288.433			95	33
32.6006		0.411	2139	264			93	27
42.0927		0.341	2589	275			101	27
29.9093		0.468	1715	738.878			87	29
31.5579		0.57	1412	580			90	35
29.8624		0.357	2667	1025			93	29
28.1366		0.562	4690	221.471			90	26
43.7678		0.445	1907	415.948			102	29
37.0283		0.38	2257	665.742			99	29
31.4626		0.449	2617	196.009			92	30
49.1962		0.317	2392	198.771			109	22
40.6756		0.305	3856	396.796			105	32
49.9172		0.345	1854	326.538			111	23
35.0818		0.345	2136	289.592			97	24
30.6424		0.33	2207	776.313			94	38
31.3198		0.371	1879	488.221			92	36
24.9879		0.353	2291	494.763			81	27
38.3555		0.357	3016	286			98	30
35.6789		0.316	2193	301.619			95	34
26.7103		0.367	1910	735			87	31
28.2593		0.367	2644	895.019			89	35
35.5584		0.271	3395	434.283			101	29
33.873		0.238	2077	358			91	30
33.4582		0.351	1734	445			94	36
26.8136		0.363	2193	492			83	30
47.9629		0.355	2270	268.165			110	24
