186.442		0.511	6293	167.214			245	26
64.9676		1.048	3911	220.641			125	22
56.4192		1.194	4337	160.386			120	21
60.3691		0.677	3063	398			122	21
37.5848		0.546	5733	194.01			100	19
54.235		0.8	3121	237			221	20
74.379		0.894	2974	141			128	14
57.3363		0.549	1668	481			125	20
33.8855		0.308	1771	166.28			96	26
101.193		1.099	4267	159.417			148	13
62.4313		1.037	6048	194.156			125	19
56.4231		0.687	3574	290			123	23
81.586		0.797	4951	212.562			142	21
92.5515		0.876	5447	191.383			149	13
44.8475		0.715	3168	353.95			108	18
117.534		0.726	4322	294			169	17
69.8926		1.16	3722	118.14			137	15
77.5898		0.396	6333	259			134	23
95.0119		1.167	6254	144.87			147	14
81.5951		0.777	5909	147.199			138	13
69.0696		1.142	4897	171.881			133	16
52.2185		0.494	3298	147			115	21
46.8472		0.567	3433	470			108	27
71.2412		1.535	3607	178			127	16
91.5819		1.138	4658	201.972			147	14
72.9433		0.768	4904	152.634			137	20
96.8265		1.333	4425	74.9068			154	19
131.142		1.542	6813	128.331			183	15
75.3686		0.814	4182	211.891			135	16
63.1019		1.132	4314	404.222			123	27
61.6463		1.225	3378	192.784			130	22
99.9361		1.955	1848	110.197			152	16
81.3282		0.986	2875	105.729			146	20
79.7806		0.781	5378	189.532			148	19
76.547		0.871	2513	153.664			136	15
84.5877		1.359	5736	130.814			144	14
77.2338		0.983	4843	210.554			143	18
72.473		0.998	4571	169.75			136	17
65.5893		0.519	4931	242.052			133	19
77.9743		1.138	4244	114.279			139	10
96.5143		1.155	3821	221.712			161	19
111.336		2.077	6462	114.096			171	15
94.8143		1.793	4081	107.632			152	13
63.8431		0.603	3269	347.546			127	20
65.9573		0.555	4412	183.044			133	16
28.5709		0.361	2376	392			90	33
35.3524		0.5	3052	461.008			101	32
48.9124		1.208	4820	106.484			111	17
99.0401		1.59	4088	81.1164			150	17
109.95		1.218	4585	127.514			161	21
63.8609		0.751	4363	308			127	20
65.7487		1.401	4150	106.674			125	18
93.3093		0.644	4187	347			156	27
82.5093		1.064	5683	142.399			149	19
51.8787		0.715	2416	126.381			117	22
82.3209		0.878	5103	112.254			139	12
93.6992		1.181	5805	114			150	16
96.1297		1.095	5044	207.974			160	20
88.988		0.761	5220	149			156	20
91.5547		1.133	2642	101			146	12
53.4264		0.663	5640	275			118	22
43.9371		0.559	5314	187			109	24
55.2782		0.543	4324	386.602			116	23
82.6033		1.506	5260	113.033			137	11
72.7929		1.169	1938	88.4082			132	18
67.2365		0.79	4172	358.122			125	21
